sno,COMPLAINT ID,COMPLAINT DESCRIPTION,COMPLAINT TYPE,RECEIVED DATE,COMPLAINT DATE,COUNTY,CLOSED DATE,STATUS,ZIP CODE
432,38393,Piling Dirt near a Stream,Illegal Dumping,2021-06-22,,Allegany,,Referred to WMA,21502
433,38392,Odor Complaint,Odor,2021-06-16,2021-06-16,,2021-06-16,Incident Closed - No further action,
434,38391,Sweeper truck creating dust in the parking lot.,Air,2021-06-24,2021-06-23,Anne Arundel,,Under Investigation,21061
435,38384,Neighbors diesel vehicle repair business has vehicles idling for long periods of time.,Air,2021-06-21,2021-06-21,Cecil,,Referred to Outside Agency,
436,38383,"Odors in the area around American Yeast, along North Point Road being the focal point.",Odor,2021-06-23,2021-06-22,Baltimore,2022-01-27,Incident Closed-Managed,21222
437,38382,Strong odors in area around American Yeast along Beachwood Road,Odor,2021-06-23,2021-06-21,Baltimore,2022-01-27,Incident Closed-Managed,21222
438,38377,Neighbor has fabricated a wood-burning pool heater causing smoke and odor.,"Air, Odor, Smoke",2021-06-21,2021-06-21,Carroll,,Referred to Outside Agency,21784
439,38374,Spring Garden Farm mulch operation is causing dust issues. also has concerns regarding chemicals used to color mulch in the mulch dust.,"Air, Fugitive Dust/Particulate Matter",2021-06-21,2021-06-11,Montgomery,,Referred to LMA,20833
440,38372,Homeowner bred chickens in his basement and they created a dust issue.,Air,2021-06-21,2021-06-17,Baltimore,2021-07-15,Incident Closed-No Violation Observed,
441,28369,HVAC system in apartment is producing poor air quality and wants someone to fix the issue.,ARA AQCP non-regulated entity,2021-06-16,2021-06-16,Baltimore City,2021-06-17,Incident Closed - No further action,
442,28365,Air pollution and noise pollution caused by Montgomery County Airpark training operations.,"Air, Noise Complaint",2021-06-16,2021-06-10,Montgomery,2021-06-16,Incident Closed-Managed,20879
443,28362,Dust from Construction Staging Area,Fugitive Dust/Particulate Matter,2021-06-11,,Allegany,2022-07-18,Incident Closed-Managed,
444,28361,Truck Idling in front of whole food,Other,2021-06-16,2021-06-16,Prince Georges,2021-06-16,Incident Closed-Managed,20785
445,28360,Dust from Construction Staging Area,Fugitive Dust/Particulate Matter,2021-06-07,,Allegany,2022-06-21,Incident Closed - No further action,
446,28359,Natural gas type odor present at 1110 Bonifant Street.,Odor,2021-06-12,2021-06-12,Montgomery,,Referred to Outside Agency,20910
447,28358,Dirts from a piece of land from BGE,Other,2021-06-14,2021-06-14,Howard,,Referred to Outside Agency,
448,28347,Heavy odor of burning oil in Cheverly area,Odor,2021-06-10,2021-06-07,Prince Georges,2021-06-11,Incident Closed-Managed,
449,28345,Truck idling at  Cheverly whole food facility,Other,2021-06-09,2021-06-09,Prince Georges,2021-06-11,Incident Closed-Managed,20785
450,28342,Smoke from neighbors food grill.  Grill located on deck at townhouse.,Air,2021-06-09,2021-06-07,Anne Arundel,2021-06-24,Incident Closed-Managed,207241986
451,28341,dust concern  coming from Sudbury granite and Marble,Fugitive Dust/Particulate Matter,2021-06-07,2021-06-07,Prince Georges,2021-06-08,Incident Closed-Managed,20740
452,28339,Neighbor has fabricated a wood burning pool heater. The unit is creating smoke and odors.,"Air, Odor, Smoke",2021-06-03,2021-06-03,Carroll,,Referred to Outside Agency,21784
453,28335,ceiling dinner room collapsed,Other,2021-06-03,2021-06-03,Howard,2021-06-03,Incident Closed-Managed,
454,28332,Neighbor is burning garbage and dumping gasoline on complainants plants,Other,2021-06-04,2021-06-04,Baltimore,,Referred to Outside Agency,
455,28328,Odor,Odor,2021-06-01,2021-05-31,Baltimore,2022-01-27,Incident Closed-Managed,21222
456,28327,Odor,Odor,2021-06-01,2021-06-01,Baltimore,2022-01-27,Incident Closed-Managed,21222
457,28325,Neighbor has constructed wood-burning pool-heating device. Causing smoke and odor daily.,"Odor, Smoke",2021-06-01,2021-06-01,Carroll,,Referred to Outside Agency,21784
458,28316,105 Ridgely Road firepit creating smoke.,Air,2021-05-28,2021-05-25,Anne Arundel,2021-06-02,Incident Closed-Managed,
459,28315,Officer at a site where resident is burning plastic.,Air,2021-05-28,2021-05-25,Frederick,2021-06-02,Incident Closed - No further action,
460,28314,Smoke from neighbors firepit.,Air,2021-05-28,2021-05-21,Anne Arundel,2021-06-07,Incident Closed-Managed,21113
461,28313,Odors coming from Honeygo,Odor,2021-05-27,2021-05-27,Baltimore,,Referred to LMA,21128
462,28312,Dust from trucks coming in and out of Allan Myers Jenkins site.,Fugitive Dust/Particulate Matter,2021-05-26,2021-05-27,Harford,2021-05-28,Incident Closed-Managed,21085
